x;y
5,972313729;-30,91617466
19,14751655;102,4146418
3,754951263;-19,22460996
2,08150331;-3,889893616
19,61615716;113,5512643
12,49141343;-8,335791992
1,963955308;-2,602209169
23,3457339;217,8372828
1,879166894;-1,656235192
14,16285784;11,14367458
8,558464165;-32,12965361
24,56096228;257,826434
16,33024493;44,72322556
24,06515579;241,1543863
12,67755835;-6,442889528
8,330829198;-32,55972284
14,82011955;20,33415025
9,411939579;-29,59448704
12,44156879;-8,830897892
12,68067269;-6,410630464
11,02893596;-20,79661099
0,801038795;11,62608122
21,80200812;171,2974361
23,90786998;235,9681973
1,508799198;2,644487056
13,27629414;0,115573989
7,515199865;-33,24976896
23,52615398;223,5876115
2,384683992;-7,083542136
15,89894111;37,29221184
7,783008469;-33,16990621
27,02850586;348,1125412
26,70540117;335,5974341
29,43016276;447,6820388
29,5889302;454,6708373
11,14874871;-19,93663283
16,73376146;52,01235065
20,87549882;145,6539686
11,14466918;-19,96638657
9,466257095;-29,38383304
6,997505958;-32,99749974
7,363644432;-33,23140716
29,57123689;453,889498
3,456748554;-16,90211775
28,52332556;408,7302175
14,30503728;13,05853236
25,53579158;292,0397779
19,08023452;100,8518316
21,40824872;160,1893823
1,633747178;1,162922168
10,81944873;-22,23126011
9,439321299;-29,4890329
15,11410709;24,72462674
25,01916334;273,671084
19,48000486;110,2705165
14,7299962;19,02284506
28,72662506;417,3196114
20,06139829;124,538727
;23
14,8356037;20,56108163
3,484834956;-17,12844967
24,52360621;256,5531685
0,33160018;18,13595598
3,491844545;-17,18468985
8,614762289;-32,00730504
20,3447342;131,7371968
10,46210471;-24,47593568
18,97800571;98,49461508
6,975969979;-32,97539254
1,984237499;-2,826364036
4,73381634;-25,59822796
16,05907095;40,00769545
22,08387264;179,4393412
22,73401113;198,8250951
20,31566782;130,9913418
20,66640197;140,1041409
13,99798247;8,973776156
20,47183674;135,0185484
25,17548981;279,17294
18,16084767;80,40367296
14,71937542;18,86938145
29,11731776;434,058427
11,25436255;-19,15476185
21,426615;160,7006053
21,35917977;158,8268638
15,61949416;32,67618536
29,46288874;449,1184818
17,29134143;62,62036697
6,257671832;-31,70662072
7,479654569;-33,24958606
9,122234237;-30,61835608
5,534409933;-29,38645569
22,95154168;205,5001402
20,06322295;124,5845708
11,96263931;-13,33485037
0,982507991;9,227702083
16,75966335;52,49136543
20,96845447;148,1492659
12,82866624;-4,855316124
4,997238019;-26,98618247
28,02237978;387,9180717
4,653421709;-25,14699204
17,06212087;58,18415545
6,361717679;-31,95431336
9,408700635;-29,60686188
14,28671812;12,80954282
20,48457602;135,3492145
24,5285717;256,7222542
;23
16,5252646;48,20540108
13,51124592;2,885077565
8,20783746;-32,74896613
26,08873202;312,2909581
15,99732836;38,95458929
2,005749381;-3,06321013
19,78108855;117,5751361
9,797490086;-27,97153931
1,664427208;0,803909811
15,50625495;30,85011834
12,55976778;-7,648750011
0,805491438;11,56644489
27,5829592;370,0752502
15,86019768;36,64290533
17,43975888;65,5488066
23,28741175;215,9923697
13,02976419;-2,671707974
3,346325217;-15,99698579
4,830892669;-26,12586606
22,47518194;191,0060742
16,71139055;51,59971589
9,980383351;-27,09769843
5,740569475;-30,15440423
5,540901523;-29,41193316
23,89907577;235,6796862
4,262409842;-22,76800997
29,63064595;456,5154904
8,585676534;-32,07130646
18,52194389;88,23324705
6,009503818;-31,02842113
0,117201509;21,25571357
23,77942223;231,7695883
21,9121036;174,4587301
26,23055113;317,5835455
0,639613223;13,81490672
10,37604542;-24,97836276
2,996693176;-12,97022765
6,780135522;-32,73179513
11,05163878;-20,63586199
28,22856221;396,4232913
5,17639809;-27,85087416
6,851315797;-32,8292088
2,984606354;-12,86122022
19,12731595;101,9444761
21,24552557;155,6894731
2,743814003;-10,62869476
8,191611684;-32,77167328
1,335790169;4,747482835
23,95149798;237,4017857
6,552156715;-32,35159311
28,20513851;395,4527606
13,54370444;3,276363375
1,15390012;7,022983685
21,86806562;173,1913096
28,15143089;393,2315977
2,825846231;-11,40228655
27,8164204;379,5069378
16,02092529;39,35616777
8,837027187;-31,4623583
;
19,58278827;112,7437725
25,67139482;296,9495899
1,491887634;2,847414198
3,646685641;-18,40196845
9,103398726;-30,67911253
7,032072549;-33,0310439
9,134155932;-30,57953439
11,6192689;-16,28162371
4,420283244;-23,7653447
21,85649284;172,8588866
16,36105201;45,26824272
12,59403545;-7,300802837
15,09712174;24,46625878
24,26439395;247,7949044
21,34434232;158,4158142
9,667834954;-28,55049161
27,66507747;373,3803492
28,32828284;400,5673661
19,59584154;113,0593826
19,78331161;117,6297441
18,11172641;79,35873738
0,120535664;21,20649389
27,69034571;374,40006
16,95461284;56,13970386
23,13975969;211,3520831
25,80061865;301,662643
3,967965084;-20,77472935
14,01288468;9,167666831
21,61089516;165,8673621
13,81332258;6,608041948
27,69546974;374,6069979
13,07823479;-2,133296658
26,74393844;337,0791668
16,25122494;43,33393797
17,67171217;70,21372846
13,29137688;0,290046201
6,875506261;-32,86000757
23,4768707;222,0103974
23,10230322;210,1818656
6,700132479;-32,61021195
4,736550402;-25,61334632
5,840863066;-30,49726464
27,77511478;377,8302793
29,69373033;459,3116659
21,92091847;174,7128896
22,36403932;187,6896648
26,6996043;335,3748052
13,02849153;-2,685781386
18,78845149;94,17913708
14,43380801;14,82769347
20,83884428;144,6747668
12,55928644;-7,653620692
29,5216296;451,7021703
7,835420866;-33,13749284
24,26024066;247,6556669
9,060079598;-30,81615165
5,701702;-30,0161243
2,658651556;-9,811345246
29,98860475;472,4873437
22,19063224;182,5646755
5,859433401;-30,55854123
21,06667052;150,8045491
15,98629417;38,76718866
28,58596531;411,3679331
16,16725211;41,87125912
28,30552686;399,619948
2,238405036;-5,565618435
18,89158864;96,51829182
21,55401587;164,2653619
7,946186945;-33,05091721
16,87944749;54,72403523
19,8910091;120,2871066
23,88676725;235,276141
20,95110741;147,6822906
0,403477357;17,11063362
20,16218722;127,0809852
5,743465298;-30,16458584
12,05305359;-12,51970301
0,552156469;15,02252973
3,315244531;-15,73782167
23,52967491;223,7004778
15,46709508;30,22460395
27,30607665;359,0306722
2,386358545;-7,100671075
17,97917554;76,56312005
22,13816212;181,0257901
28,69188959;415,8461844
16,19838351;42,41187567
7,687497606;-33,21484465
10,18177102;-26,05810419
1,168069897;6,843338836
12,32340728;-9,98474225
11,96811972;-13,28590613
0,321496997;18,28090537
25,77791878;300,8323149
16,61589749;49,84958713
25,19510407;279,866708
21,83546366;172,2555183
27,26365969;357,3522444
4,33078675;-23,20608737
7,256859056;-33,19088248
29,54084595;452,5488903
7,6421902;-33,22978195
15,0283433;23,42595281
23,85285818;234,1659708
22,80971827;201,1374736
8,351230924;-32,52540591
16,13895297;41,38150842
16,50164924;47,779689
14,68610292;18,39007521
25,27784111;282,8016346
15,65644526;33,27759926
16,11178015;40,9127574
0,685273576;13,19049623
27,03609557;348,4090299
0,931391896;9,896612424
7,803071804;-33,15814748
3,726039976;-19,00722574
19,16971871;102,9323347
19,05857076;100,3505581
5,489205082;-29,2067038
16,96024923;56,24631541
2,164272826;-4,780015524
17,44371406;65,62744923
10,78538449;-22,45624876
5,681535098;-29,9431854
15,32998296;28,05863316
27,97420111;385,942911
24,52515335;256,6058467
1,146987348;7,110769757
12,96332512;-3,402078674
19,30650776;106,1436255
11,92218817;-13,69425182
18,71653001;92,56054545
20,74228707;142,1081668
1,921925592;-2,135085904
8,132304484;-32,85019104
16,10874495;40,86048966
26,01254352;309,4642675
7,137453337;-33,11855992
2,569626888;-8,941420978
22,52703167;192,5616809
19,25494995;104,9288484
11,04809037;-20,66105475
10,27204025;-25,56579286
7,373341814;-33,2339577
16,72371499;51,82691827
1,373075669;4,289201755
5,282216507;-28,33143638
5,664087417;-29,87942499
13,68122619;4,957557249
0,120291727;21,2100942
14,01119147;9,145614319
19,21428285;103,9744226
25,71094362;298,3884674
12,70088177;-6,200828795
1,913060311;-2,036104906
27,80254017;378,9431372
3,975968829;-20,8312043
8,777907541;-31,61695232
15,84813269;36,44131944
10,96660122;-21,23267597
11,28008057;-18,96099087
7,074179859;-33,06867721
21,98094811;176,4478582
1,650285871;0,969155389
18,66416019;91,3884728
6,233010296;-31,64473709
24,29755856;248,9079735
27,73840844;376,3431761
26,97375274;345,9770458
12,158183;-11,55133117
1,335962074;4,745363552
25,77255217;300,6361629
18,12497716;79,64013971
14,12129387;10,59153246
14,3085898;13,10689501
22,3988982;188,7271677
20,19394395;127,8862129
28,20084241;395,2748765
28,3597294;401,8783107
29,63196135;456,5737133
10,50116974;-24,2429802
22,51511708;192,2037409
17,50878807;66,92583861
11,33844283;-18,51635664
17,62154406;69,19565423
22,14784288;181,3093011
27,19004039;354,4476905
19,69541418;115,4781271
24,78127543;265,3924805
29,03055254;430,3146929
11,53594351;-16,96115995
9,14581227;-30,54130197
9,600489083;-28,83794561
11,3444363;-18,47030957
6,520509379;-32,29059812
28,3615452;401,954068
23,85462368;234,2237158
21,16300506;153,4277072
15,47043032;30,27775944
7,295270692;-33,20808591
17,90480683;75,01000518
1,669188238;0,748365806
25,35927751;285,7037931
20,30248572;130,6536405
24,67394618;261,6944274
9,824335631;-27,84746388
1,744459776;-0,123756726
14,41998209;14,63615217
21,60891503;165,8114832
8,998304355;-31,00508406
11,36388568;-18,32038742
21,80624061;
0,819581154;11,37799595
29,94976203;470,741815
5,468136715;-29,12153159
20,30339092;130,6768189
25,37626918;286,3109999
10,0657804;-26,66677094
20,17623564;127,4369499
27,74792531;376,7284792
12,50919867;-8,157928701
19,61945664;113,6312292
14,36186107;13,83513739
28,03207274;388,3160109
27,25668117;357,0764508
12,02362557;-12,78681167
22,20886703;183,1007693
23,79335206;232,2233215
24,50539202;255,9333579
10,81421773;-22,26596085
21,71627498;168,8524744
6,333310643;-31,88883594
13,49712062;2,715455732
25,31602208;284,1606426
